#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
479,"/불쾌 보조명령어
불쾌한 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/불쾌,,/annoyed,/annoy,0,293,2,1,2,0,0
480,"/깨달음 보조명령어
무언가 깨달은 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/깨달음,,/alert,,0,293,2,1,2,0,0
481,"/걱정 보조명령어
걱정스러운 표정을 짓습니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/걱정,,/worried,/worry,0,293,2,1,2,0,0
482,"/씨익 보조명령어
씨익 웃습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/씨익,,/biggrin,,0,293,2,1,2,0,0
483,"/숙고 보조명령어
심사숙고합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/숙고,,/reflect,,0,293,2,1,2,0,0
484,"/눈살 보조명령어
눈살을 찌푸립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/눈살,,/furrow,,0,293,2,1,2,0,0
485,"/쓴웃음 보조명령어
쓴웃음을 짓습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/쓴웃음,,/scoff,,0,293,2,1,2,0,0
486,"/던지기 보조명령어
무언가를 던집니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/던지기,,/throw,,0,293,2,1,2,0,0
487,,,,,,0,0,0,0,0,0,0
488,,,,,,0,0,0,0,0,0,0
489,,,,,,0,0,0,0,0,0,0
490,,,,,,0,0,0,0,0,0,0
491,"/자세변경
서 있는 자세를 변경합니다.
※ 이 감정 표현은 동작만 실행하며 로그에는 표시되지 않습니다.",/자세변경,,/changepose,/cpose,0,37,2,1,2,0,0
492,,,,,,0,0,0,0,0,0,0
493,,,,,,0,0,0,0,0,0,0
494,,,,,,0,0,0,0,0,0,0
495,,,,,,0,0,0,0,0,0,0
496,,,,,,0,0,0,0,0,0,0
497,,,,,,0,0,0,0,0,0,0
498,,,,,,0,0,0,0,0,0,0
499,,,,,,0,0,0,0,0,0,0
500,,,,,,0,0,0,0,0,0,0
501,,,,,,0,0,0,0,0,0,0
502,"/탭댄스 보조명령어
탭댄스를 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/탭댄스,,/stepdance,/sdance,0,293,2,1,2,0,0
503,"/풍요의춤 보조명령어
풍요의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/풍요의춤,,/harvestdance,/hdance,0,293,2,1,2,0,0
504,"/궁중무용 보조명령어
궁중 무용을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/궁중무용,,/balldance,/bdance,0,293,2,1,2,0,0
505,"/신사의춤 보조명령어
신사의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/신사의춤,,/mandervilledance,/mdance,0,293,2,1,2,0,0
506,"/쓰담 보조명령어
쓰다듬습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/쓰담,,/stroke,,0,293,2,1,2,0,0
507,"/건네기 보조명령어
무언가를 건넵니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/건네기,,/handover,,0,293,2,1,2,0,0
508,,,,,,0,0,0,0,0,0,0
509,,,,,,0,0,0,0,0,0,0
510,"/축제의춤 보조명령어
축제의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/축제의춤,,/bombdance,,0,293,2,1,2,0,0
511,"/승리 보조명령어
승리의 함성을 지릅니다!
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/승리,,/hurray,,0,293,2,1,2,0,0
512,"/따귀 보조명령어
뺨을 때립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/따귀,,/slap,,0,293,2,1,2,0,0
513,"/포옹 보조명령어
포옹합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/포옹,,/hug,,0,293,2,1,2,0,0
514,"/껴안기 보조명령어
껴안습니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/껴안기,,/embrace,,0,293,2,1,2,0,0
515,"/힐디브랜드(/힐디) 보조명령어
사건해결사 포즈를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/힐디브랜드,/힐디,/hildibrand,/hildy,0,293,2,1,2,0,0
516,"/주먹내밀기(/주먹) 보조명령어
주먹을 내밉니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/주먹내밀기,/주먹,/fistbump,/fist,0,293,2,1,2,0,0
517,"/큰절 보조명령어
큰절을 올립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/큰절,,/keunjeol,,0,293,2,1,2,0,0
518,,,,,,0,0,0,0,0,0,0
519,"/사베네어춤 보조명령어
사베네어의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/사베네어춤,,/thavdance,/tdance,0,293,2,1,2,0,0
520,"/황금의춤 보조명령어
황금의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/황금의춤,,/golddance,/gdance,0,293,2,1,2,0,0
521,"/태양의춤 보조명령어
태양의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/태양의춤,,/sundance,,0,293,2,1,2,0,0
522,"/전투태세 보조명령어
전투태세를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/전투태세,,/battlestance,/bstance,0,293,2,1,2,0,0
523,"/승리감 보조명령어
승리의 기쁨을 누립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/승리감,,/victorypose,/vpose,0,293,2,1,2,0,0
524,"/공중제비 보조명령어
공중제비를 돕니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/공중제비,,/backflip,/bflip,0,293,2,1,2,0,0
525,"/포권 보조명령어
포권의 예를 취합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/포권,,/easterngreeting,/egreeting,0,293,2,1,2,0,0
526,"/번뜩(/유레카) 보조명령어
번뜩이는 생각을 떠올립니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/번뜩,/유레카,/eureka,,0,293,2,1,2,0,0
527,"/모그모그춤(/모그춤) 보조명령어
모그모그 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/모그모그춤,/모그춤,/mogdance,,0,293,2,1,2,0,0
528,"/오르슈팡(/아주좋아) 보조명령어
아주 좋은 느낌을 표현합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/오르슈팡,/아주좋아,/haurchefant,/hknight,0,293,2,1,2,0,0
529,"/몸풀기 보조명령어
몸을 풉니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/몸풀기,,/easternstretch,/estretch,0,293,2,1,2,0,0
530,"/동방무용 보조명령어
동방의 전통 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/동방무용,,/easterndance,/edance,0,293,2,1,2,0,0
531,"/레드연무왼(/연무왼1) 보조명령어
레드 전사의 연무(왼쪽)를 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/레드연무왼,/연무왼1,/rangerpose1r,/rpose1r,0,293,2,1,2,0,0
532,"/블랙연무왼(/연무왼2) 보조명령어
블랙 전사의 연무(왼쪽)를 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/블랙연무왼,/연무왼2,/rangerpose2r,/rpose2r,0,293,2,1,2,0,0
533,"/옐로연무왼(/연무왼3) 보조명령어
옐로 전사의 연무(왼쪽)을 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/옐로연무왼,/연무왼3,/rangerpose3r,/rpose3r,0,293,2,1,2,0,0
534,"/오윙크 보조명령어
오른눈으로 윙크를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/오윙크,/윙크,/wink,/rightwink,0,293,2,1,2,0,0
535,"/레드연무오(/연무오1) 보조명령어
레드 전사의 연무(오른쪽)를 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/레드연무오,/연무오1,/rangerpose1l,/rpose1l,0,293,2,1,2,0,0
536,"/블랙연무오(/연무오2) 보조명령어
블랙 전사의 연무(오른쪽)를 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/블랙연무오,/연무오2,/rangerpose2l,/rpose2l,0,293,2,1,2,0,0
537,"/옐로연무오(/연무오3) 보조명령어
옐로 전사의 연무(오른쪽)를 선보입니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/옐로연무오,/연무오3,/rangerpose3l,/rpose3l,0,293,2,1,2,0,0
538,"/머리감싸기(/골치) 보조명령어
머리를 감싸 쥡니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/머리감싸기,/골치,/facepalm,,0,293,2,1,2,0,0
539,"/참철검 보조명령어
공간을 가릅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/참철검,,/zantetsuken,/ztk,0,293,2,1,2,0,0
540,"/육체미 보조명령어
육체미를 뽐냅니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/육체미,,/flex,,0,293,2,1,2,0,0
541,"/묵념 보조명령어
고개 숙여 묵념합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/묵념,,/respect,,0,293,2,1,2,0,0
542,"/교활 보조명령어
교활하게 웃어보입니다.
>>보조명령어
동작(motion)
 …표정만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …표정과 감정 표현 문장이 표시됩니다.",/교활,,/sneer,,0,293,2,1,2,0,0
543,"/부탁 보조명령어
귀엽게 부탁합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/부탁,,/prettyplease,/pplease,0,293,2,1,2,0,0
544,"/죽은척 보조명령어
죽은 척합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/죽은척,,/playdead,/pdead,0,293,2,1,2,0,0
545,"/빙결의환상 보조명령어
얼음과 함께 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/빙결의환상,,/iceheart,,0,293,2,1,2,0,0
546,"/태양달춤 보조명령어
태양과 달의 춤을 춥니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/태양달춤,,/moonlift,,0,293,2,1,2,0,0
